loc,title,bedroom,bathroom,parking_space,price
Jigawa,Mansion,9.0,1.0,4.0,4108045.714
Taraba,Terrace duplex,4.0,2.0,1.0,1558301.284
Kwara,Flat,3.0,1.0,2.0,1116270.899
Kebbi,Apartment,7.0,3.0,4.0,1788459.869
Bayelsa,Mansion,7.0,6.0,2.0,6862181.894
Benue,Semi-detached duplex,2.0,1.0,1.0,1118402.273
Benue,Detached duplex,1.0,1.0,2.0,1245633.57
Katsina,Mansion,5.0,2.0,2.0,4497201.916
Nasarawa,Flat,6.0,2.0,6.0,2079878.974
Cross River,Flat,9.0,3.0,3.0,3070515.38
Kwara,Townhouse,8.0,4.0,4.0,2713885.722
Ondo,Semi-detached duplex,2.0,1.0,2.0,1440225.373
Cross River,Flat,3.0,1.0,6.0,1709173.981
Cross River,Terrace duplex,2.0,2.0,2.0,1553642.415
Osun,Terrace duplex,9.0,4.0,3.0,3014298.747
Enugu,Apartment,9.0,2.0,2.0,2563698.71
Ondo,Flat,9.0,1.0,4.0,2818325.664
Ebonyi,Detached duplex,7.0,4.0,5.0,2450037.526
Bauchi,Mansion,1.0,1.0,4.0,1823185.945
Enugu,Mansion,1.0,1.0,4.0,2574700.906
Borno,Apartment,5.0,2.0,1.0,1295410.351
Borno,Penthouse,2.0,2.0,3.0,1496117.819
Bayelsa,Mansion,9.0,6.0,5.0,8082018.302
Enugu,Apartment,2.0,1.0,4.0,1380609.122
Ondo,Bungalow,1.0,1.0,3.0,1208136.391
Kwara,Semi-detached duplex,2.0,1.0,5.0,1403821.683
Ogun,Terrace duplex,8.0,1.0,4.0,3032289.06
Kaduna,Townhouse,3.0,2.0,4.0,1759078.151
Ondo,Penthouse,2.0,1.0,4.0,2215003.905
Benue,Penthouse,3.0,1.0,4.0,1907468.315
Yobe,Penthouse,2.0,2.0,4.0,1550090.888
Adamawa,Bungalow,5.0,4.0,4.0,1779564.129
Osun,Detached duplex,4.0,2.0,3.0,1975600.578
Katsina,Penthouse,5.0,1.0,4.0,2408716.346
Borno,Semi-detached duplex,5.0,3.0,2.0,1625373.837
Ebonyi,Semi-detached duplex,2.0,2.0,2.0,1011264.225
Benue,Mansion,5.0,1.0,1.0,1818136.014
Benue,Mansion,3.0,2.0,3.0,3219398.521
Ondo,Terrace duplex,3.0,2.0,1.0,1816277.036
Osun,Bungalow,1.0,1.0,3.0,1136471.731
Ondo,Bungalow,8.0,1.0,2.0,2544365.976
Edo,Semi-detached duplex,5.0,1.0,5.0,2160971.905
Imo,Apartment,3.0,2.0,2.0,1242463.586
Kogi,Flat,5.0,1.0,2.0,1281515.42
Kaduna,Bungalow,9.0,6.0,4.0,2585600.477
Edo,Terrace duplex,1.0,1.0,3.0,1269626.433
Adamawa,Apartment,9.0,3.0,1.0,2234465.855
Katsina,Terrace duplex,5.0,1.0,3.0,1652472.318
Katsina,Semi-detached duplex,1.0,1.0,4.0,1133208.126
Anambra,Terrace duplex,3.0,2.0,6.0,1918621.444
Adamawa,Detached duplex,1.0,1.0,3.0,1359099.676
Taraba,Apartment,2.0,1.0,1.0,1080746.236
Ebonyi,Flat,3.0,2.0,2.0,1131788.361
Ebonyi,Townhouse,4.0,2.0,1.0,1432941.233
Plateau,Bungalow,1.0,1.0,1.0,913645.1539
Ekiti,Penthouse,2.0,1.0,2.0,2165403.855
Taraba,Terrace duplex,6.0,3.0,2.0,2021426.644
Kebbi,Terrace duplex,2.0,1.0,6.0,1175653.731
Kano,Townhouse,2.0,1.0,5.0,1628034.625
Rivers,Flat,6.0,5.0,2.0,2778637.135
Kaduna,Townhouse,4.0,4.0,6.0,1901775.549
Kwara,Penthouse,3.0,1.0,5.0,1941301.822
Ondo,Mansion,3.0,2.0,1.0,3188617.157
Kwara,Cottage,5.0,1.0,3.0,1167427.012
Jigawa,Flat,2.0,1.0,2.0,968281.4416
Taraba,Bungalow,5.0,2.0,4.0,1501921.457
Benue,Semi-detached duplex,4.0,2.0,4.0,1560481.707
Akwa Ibom,Apartment,3.0,2.0,4.0,1629143.386
Edo,Townhouse,8.0,7.0,3.0,3381432.378
Borno,Semi-detached duplex,1.0,1.0,3.0,935099.1385
Kaduna,Mansion,3.0,2.0,3.0,2823360.613
Plateau,Townhouse,6.0,5.0,3.0,2367927.861
Sokoto,Semi-detached duplex,2.0,1.0,2.0,1047293.215
Akwa Ibom,Flat,5.0,1.0,3.0,2298664.201
Ogun,Semi-detached duplex,5.0,1.0,1.0,2203559.7
Benue,Townhouse,1.0,1.0,3.0,1181501.838
Plateau,Semi-detached duplex,4.0,2.0,4.0,1628570.876
Rivers,Terrace duplex,7.0,3.0,5.0,3326393.713
Osun,Flat,3.0,2.0,2.0,1384760.303
Ebonyi,Bungalow,3.0,1.0,3.0,1011592.668
Cross River,Penthouse,5.0,1.0,6.0,3218983.613
Ekiti,Detached duplex,5.0,4.0,2.0,2381480.671
Borno,Penthouse,8.0,6.0,2.0,2982651.371
Cross River,Townhouse,6.0,4.0,3.0,2817773.9
Kogi,Bungalow,3.0,2.0,1.0,1078500.002
Gombe,Detached duplex,5.0,1.0,3.0,1893031.62
Taraba,Townhouse,3.0,1.0,3.0,1364752.885
Kebbi,Townhouse,7.0,6.0,6.0,2377949.355
Taraba,Penthouse,5.0,2.0,2.0,2420237.448
Akwa Ibom,Apartment,2.0,1.0,4.0,1543590.144
Enugu,Apartment,8.0,7.0,1.0,2504263.14
Benue,Terrace duplex,8.0,3.0,1.0,2413103.995
Katsina,Townhouse,6.0,5.0,3.0,2289615.73
Jigawa,Penthouse,1.0,1.0,1.0,1403325.246
Ogun,Terrace duplex,6.0,5.0,4.0,2832660.694
Ebonyi,Bungalow,2.0,2.0,4.0,1033544.33
Niger,Townhouse,6.0,1.0,2.0,2106965.693
Cross River,Mansion,3.0,2.0,1.0,1987482.666
Ebonyi,Bungalow,5.0,5.0,3.0,1567073.977
Kogi,Detached duplex,3.0,2.0,1.0,1417168.386
Ekiti,Cottage,2.0,2.0,2.0,907897.9448
Kano,Penthouse,3.0,2.0,1.0,2287244.177
Bauchi,Terrace duplex,5.0,2.0,2.0,1449075.89
Bauchi,Semi-detached duplex,9.0,6.0,1.0,2497332.989
Gombe,Mansion,2.0,1.0,5.0,2866280.826
Zamfara,Flat,7.0,5.0,2.0,1932641.13
Plateau,Semi-detached duplex,9.0,7.0,1.0,2764824.102
Lagos,Mansion,4.0,3.0,2.0,6532419.369
Nasarawa,Bungalow,3.0,2.0,4.0,1327621.527
Plateau,Terrace duplex,1.0,1.0,1.0,1089625.337
Enugu,Semi-detached duplex,2.0,1.0,1.0,1462963.088
Abia,Mansion,1.0,1.0,1.0,2083964.148
Delta,Cottage,3.0,2.0,1.0,1949722.414
Abia,Apartment,3.0,1.0,3.0,1008235.822
Kebbi,Flat,5.0,2.0,3.0,1503064.282
Katsina,Penthouse,6.0,5.0,1.0,2744803.628
Osun,Mansion,3.0,2.0,1.0,3312874.549
Borno,Penthouse,8.0,1.0,2.0,2789555.566
Sokoto,Townhouse,3.0,1.0,2.0,1254342.056
Oyo,Apartment,9.0,6.0,4.0,2746290.045
Bayelsa,Penthouse,4.0,3.0,5.0,4097243.416
Katsina,Mansion,1.0,1.0,3.0,3217669.268
Niger,Bungalow,5.0,2.0,3.0,1513328.177
Kebbi,Flat,1.0,1.0,3.0,605141.1905
Jigawa,Penthouse,9.0,1.0,4.0,3086003.41
Ogun,Detached duplex,3.0,1.0,1.0,2263150.95
Akwa Ibom,Flat,3.0,3.0,1.0,1779974.564
Delta,Apartment,3.0,2.0,3.0,1662385.603
Akwa Ibom,Apartment,5.0,4.0,1.0,2060496.885
Kogi,Bungalow,8.0,3.0,3.0,2292017.516
Zamfara,Bungalow,1.0,1.0,3.0,823568.3389
Kaduna,Flat,9.0,7.0,3.0,2616925.329
Cross River,Terrace duplex,1.0,1.0,1.0,1313938.642
Lagos,Semi-detached duplex,8.0,3.0,1.0,4271530.915
Oyo,Detached duplex,1.0,1.0,2.0,1771409.727
Oyo,Flat,2.0,2.0,3.0,1292636.303
Jigawa,Townhouse,8.0,5.0,6.0,2549602.789
Osun,Semi-detached duplex,3.0,2.0,1.0,1659287.989
Kaduna,Mansion,1.0,1.0,2.0,2272379.087
Ekiti,Bungalow,2.0,1.0,4.0,1274677.109
Katsina,Detached duplex,4.0,2.0,1.0,1780230.564
Kano,Flat,2.0,1.0,2.0,1368792.551
Borno,Terrace duplex,1.0,1.0,3.0,920781.0067
Kebbi,Townhouse,7.0,1.0,1.0,2092778.804
Ogun,Penthouse,2.0,1.0,6.0,2332290.993
Ondo,Penthouse,3.0,2.0,4.0,2646285.758
Imo,Apartment,2.0,1.0,6.0,1206489.133
Ogun,Mansion,1.0,1.0,3.0,1790408.634
Benue,Penthouse,5.0,2.0,1.0,2404653.558
Kwara,Apartment,2.0,2.0,3.0,1005455.12
Kaduna,Mansion,3.0,2.0,4.0,3046104.053
Plateau,Mansion,4.0,3.0,3.0,3280170.382
Kano,Semi-detached duplex,1.0,1.0,5.0,1401817.544
Kano,Cottage,1.0,1.0,4.0,832991.5777
Gombe,Semi-detached duplex,3.0,2.0,4.0,1327183.231
Gombe,Flat,7.0,5.0,5.0,2177935.25
Ekiti,Townhouse,7.0,3.0,2.0,2621577.091
Borno,Apartment,2.0,2.0,1.0,897347.2989
Ebonyi,Apartment,3.0,2.0,2.0,1117045.498
Sokoto,Cottage,5.0,1.0,1.0,1032816.885
Sokoto,Detached duplex,4.0,2.0,1.0,1642697.072
Oyo,Bungalow,9.0,1.0,4.0,2818325.664
Edo,Semi-detached duplex,4.0,4.0,1.0,1950227.269
Jigawa,Penthouse,1.0,1.0,4.0,1358518.128
Kwara,Detached duplex,4.0,3.0,2.0,1957324.534
Imo,Terrace duplex,4.0,3.0,5.0,2013845.672
Enugu,Flat,1.0,1.0,2.0,1147267.54
Bauchi,Apartment,2.0,2.0,2.0,880029.5817
Niger,Mansion,3.0,2.0,2.0,3770423.501
Enugu,Semi-detached duplex,1.0,1.0,5.0,1285532.602
Ogun,Apartment,1.0,1.0,6.0,1172642.786
Lagos,Terrace duplex,8.0,4.0,3.0,4445965.478
Niger,Apartment,2.0,2.0,3.0,1002852.32
Bayelsa,Detached duplex,7.0,3.0,1.0,3971485.856
Ondo,Penthouse,5.0,2.0,4.0,2974629.142
Lagos,Semi-detached duplex,3.0,2.0,2.0,2815202.708
Rivers,Flat,9.0,3.0,2.0,3436488.594
Kwara,Detached duplex,4.0,2.0,2.0,1748157.092
Yobe,Apartment,5.0,1.0,4.0,1261988.952
Lagos,Mansion,2.0,1.0,3.0,5127445.723
Jigawa,Apartment,5.0,2.0,4.0,1402481.108
Bauchi,Apartment,4.0,1.0,3.0,1177979.143
Jigawa,Apartment,1.0,1.0,4.0,807337.6112
Osun,Mansion,8.0,4.0,2.0,4935101.045
Kaduna,Terrace duplex,6.0,2.0,4.0,2033032.58
Benue,Bungalow,7.0,2.0,4.0,2104781.312
Plateau,Detached duplex,3.0,2.0,3.0,1795575.613
Lagos,Penthouse,8.0,4.0,6.0,6299341.429
Taraba,Townhouse,1.0,1.0,5.0,1150434.651
Jigawa,Townhouse,2.0,2.0,2.0,1121161.311
Katsina,Apartment,8.0,2.0,4.0,2073252.2
Ekiti,Penthouse,4.0,3.0,6.0,2679974.091
Sokoto,Detached duplex,5.0,1.0,4.0,1722807.663
Bauchi,Terrace duplex,1.0,1.0,1.0,946067.3972
Yobe,Detached duplex,7.0,6.0,3.0,2500363.144
Imo,Penthouse,1.0,1.0,5.0,1879360.056
Lagos,Flat,1.0,1.0,3.0,1265922.949
Adamawa,Apartment,3.0,1.0,4.0,1177251.284
Kaduna,Flat,2.0,2.0,4.0,1109114.449
Kogi,Bungalow,2.0,1.0,3.0,1181545.097
Osun,Terrace duplex,2.0,1.0,1.0,1286559.251
Rivers,Bungalow,5.0,2.0,4.0,2278716.197
Imo,Flat,4.0,1.0,2.0,1427656.317
Nasarawa,Bungalow,7.0,1.0,2.0,2157343.816
Cross River,Apartment,5.0,1.0,4.0,1862770.813
Abia,Apartment,8.0,1.0,3.0,1869317.917
Ogun,Penthouse,5.0,1.0,4.0,3333031.862
Akwa Ibom,Semi-detached duplex,8.0,5.0,2.0,3379927.687
Ekiti,Mansion,3.0,1.0,2.0,1811505.598
Kwara,Terrace duplex,9.0,6.0,2.0,2753006.84
Borno,Apartment,4.0,1.0,3.0,1087381.444
Bauchi,Penthouse,4.0,2.0,3.0,2009947.516
Anambra,Mansion,4.0,1.0,4.0,5255341.38
Sokoto,Detached duplex,5.0,3.0,6.0,2013295.663
Cross River,Apartment,3.0,2.0,5.0,1614338.885
Rivers,Townhouse,1.0,1.0,2.0,2080820.398
Yobe,Cottage,4.0,2.0,3.0,995855.5668
Abia,Bungalow,2.0,1.0,3.0,951410.81
Borno,Mansion,4.0,2.0,4.0,1651857.326
Nasarawa,Flat,1.0,1.0,3.0,1060264.55
Oyo,Mansion,1.0,1.0,2.0,2916056.755
Kano,Flat,5.0,2.0,4.0,1628568.709
Adamawa,Penthouse,6.0,5.0,1.0,2744803.628
Lagos,Bungalow,7.0,5.0,2.0,3760963.738
Ekiti,Bungalow,8.0,5.0,5.0,2577277.701
Oyo,Semi-detached duplex,1.0,1.0,4.0,1461734.897
Adamawa,Terrace duplex,7.0,3.0,4.0,2274671.128
Bauchi,Semi-detached duplex,1.0,1.0,1.0,947614.0472
Imo,Semi-detached duplex,1.0,1.0,1.0,1039983.15
Cross River,Terrace duplex,5.0,2.0,3.0,2254846.894
Zamfara,Semi-detached duplex,3.0,2.0,3.0,1240959.359
Sokoto,Mansion,2.0,2.0,5.0,2201831.593
Nasarawa,Penthouse,4.0,4.0,6.0,2622708.345
Niger,Bungalow,2.0,1.0,5.0,1171040.864
Enugu,Terrace duplex,4.0,1.0,4.0,1742817.857
Borno,Penthouse,6.0,4.0,1.0,2425508.903
Delta,Apartment,2.0,1.0,3.0,1434035.343
Yobe,Penthouse,1.0,1.0,4.0,1492138.202
Taraba,Townhouse,2.0,1.0,3.0,1256678.267
Sokoto,Flat,4.0,2.0,3.0,1306452.805
Oyo,Bungalow,8.0,1.0,2.0,2544365.976
Gombe,Detached duplex,4.0,3.0,4.0,2129611.223
Katsina,Bungalow,5.0,5.0,4.0,1769247.742
Plateau,Apartment,3.0,1.0,2.0,1104379.115
Delta,Detached duplex,3.0,1.0,4.0,2316512.12
Bauchi,Penthouse,4.0,3.0,3.0,2071833.99
Anambra,Townhouse,1.0,1.0,1.0,1388391.845
Oyo,Semi-detached duplex,5.0,2.0,2.0,1948033.005
Gombe,Detached duplex,9.0,2.0,4.0,3056072.06
Kaduna,Mansion,4.0,1.0,4.0,4025311.954
Kaduna,Townhouse,1.0,1.0,3.0,1113365.038
Ondo,Flat,9.0,5.0,4.0,2974949.926
Enugu,Detached duplex,1.0,1.0,1.0,1397587.653
Rivers,Flat,2.0,1.0,2.0,1636091.5
Anambra,Townhouse,6.0,3.0,5.0,2692502.429
Cross River,Detached duplex,2.0,1.0,3.0,1888948.051
Enugu,Flat,2.0,2.0,3.0,1381969.511
Anambra,Bungalow,7.0,7.0,4.0,2611501.593
Kebbi,Semi-detached duplex,3.0,1.0,4.0,916738.1367
Taraba,Townhouse,9.0,4.0,3.0,2883742.311
Oyo,Semi-detached duplex,6.0,1.0,4.0,2360548.645
Yobe,Cottage,2.0,2.0,3.0,1058646.445
Bayelsa,Mansion,4.0,2.0,2.0,4919393.562
Delta,Mansion,9.0,6.0,1.0,6755261.631
Plateau,Apartment,7.0,6.0,5.0,2014704.503
Kogi,Terrace duplex,8.0,7.0,4.0,2600912.225
Bayelsa,Townhouse,7.0,6.0,1.0,3875357.878
Akwa Ibom,Apartment,8.0,6.0,4.0,2921076.361
Osun,Terrace duplex,9.0,6.0,1.0,2961834.296
Edo,Detached duplex,8.0,3.0,3.0,3356529.479
Kaduna,Mansion,9.0,5.0,3.0,4818535.312
Kaduna,Bungalow,5.0,3.0,3.0,1685777.418
Kano,Bungalow,2.0,1.0,3.0,1356975.289
Bayelsa,Flat,5.0,1.0,2.0,2237813.592
Delta,Penthouse,8.0,6.0,3.0,4670925.046
Adamawa,Mansion,9.0,4.0,2.0,4694689.816
Ekiti,Penthouse,8.0,2.0,4.0,3502485.735
Taraba,Apartment,5.0,1.0,1.0,1439218.952
Kwara,Flat,3.0,2.0,1.0,1135485.143
Imo,Townhouse,2.0,1.0,6.0,1745414.769
Katsina,Penthouse,1.0,1.0,1.0,1443696.261
Bauchi,Townhouse,4.0,3.0,4.0,1695645.299
Nasarawa,Flat,3.0,1.0,4.0,1375765.663
Edo,Flat,9.0,3.0,2.0,2844586.246
Enugu,Flat,4.0,1.0,4.0,1732255.803
Katsina,Cottage,2.0,1.0,1.0,1191166.913
Akwa Ibom,Penthouse,6.0,2.0,4.0,3767010.228
Abia,Flat,3.0,1.0,5.0,1159033.242
Sokoto,Flat,6.0,2.0,3.0,1684533.081
Kogi,Townhouse,5.0,1.0,2.0,1996150.39
Imo,Semi-detached duplex,6.0,2.0,2.0,2166113.706
Benue,Flat,2.0,1.0,4.0,1150220.244
Benue,Bungalow,6.0,3.0,6.0,1940857.943
Delta,Mansion,4.0,1.0,2.0,2356252.794
Cross River,Terrace duplex,7.0,3.0,1.0,2786246.374
Kebbi,Penthouse,5.0,2.0,4.0,1659944.776
Ondo,Townhouse,7.0,2.0,1.0,2758851.1
Adamawa,Cottage,5.0,2.0,3.0,1231605.673
Rivers,Bungalow,1.0,1.0,3.0,1541040.231
Delta,Penthouse,4.0,2.0,2.0,3150808.456
Kogi,Apartment,4.0,2.0,3.0,1179749.705
Yobe,Penthouse,3.0,1.0,4.0,1719766.396
Kogi,Townhouse,9.0,4.0,2.0,2883742.311
Benue,Townhouse,6.0,4.0,4.0,2276485.439
Ogun,Semi-detached duplex,5.0,2.0,2.0,2252362.513
Oyo,Bungalow,9.0,7.0,6.0,3105313.606
Niger,Mansion,6.0,6.0,3.0,3932576.991
Sokoto,Semi-detached duplex,8.0,2.0,2.0,2196272.01
Taraba,Townhouse,9.0,5.0,1.0,2896872.602
Abia,Flat,2.0,1.0,4.0,1080581.871
Niger,Semi-detached duplex,3.0,1.0,5.0,1419789.435
Edo,Cottage,1.0,1.0,2.0,897354.591
Zamfara,Semi-detached duplex,7.0,2.0,1.0,1979617.856
Ogun,Terrace duplex,2.0,2.0,3.0,1841614.598
Akwa Ibom,Flat,1.0,1.0,5.0,1507553.209
Ogun,Townhouse,3.0,2.0,4.0,2153544.051
Edo,Detached duplex,9.0,2.0,3.0,3637980.911
Abia,Cottage,3.0,1.0,1.0,833498.8973
Anambra,Terrace duplex,8.0,3.0,2.0,2855366.751
Edo,Terrace duplex,4.0,1.0,2.0,1790420.792
Ekiti,Detached duplex,2.0,1.0,1.0,1598098.339
Anambra,Cottage,1.0,1.0,4.0,1278102.748
Bayelsa,Semi-detached duplex,6.0,6.0,4.0,3394415.71
Lagos,Bungalow,4.0,3.0,3.0,3059881.563
Nasarawa,Semi-detached duplex,9.0,3.0,6.0,2974653.231
Abia,Flat,4.0,2.0,2.0,1158370.19
Taraba,Terrace duplex,8.0,4.0,3.0,2495190.848
Edo,Townhouse,2.0,2.0,1.0,1661604.284
Edo,Townhouse,2.0,1.0,1.0,1509719.741
Osun,Semi-detached duplex,5.0,4.0,1.0,2082032.54
Nasarawa,Townhouse,5.0,5.0,2.0,2249337.211
Ebonyi,Semi-detached duplex,4.0,1.0,4.0,1273810.121
Oyo,Semi-detached duplex,4.0,2.0,3.0,1811515.987
Rivers,Penthouse,2.0,1.0,3.0,2811454.333
Akwa Ibom,Semi-detached duplex,9.0,4.0,2.0,3587999.674
Jigawa,Semi-detached duplex,3.0,2.0,2.0,1139972.96
Kebbi,Townhouse,5.0,3.0,3.0,1802255.335
Lagos,Townhouse,1.0,1.0,4.0,1662119.34
Plateau,Mansion,1.0,1.0,5.0,2123139.903
Niger,Bungalow,3.0,2.0,3.0,1383573.742
Gombe,Flat,9.0,5.0,4.0,2554275.624
Ekiti,Penthouse,4.0,2.0,1.0,2308329.943
Rivers,Apartment,1.0,1.0,3.0,1320572.332
Kaduna,Mansion,1.0,1.0,3.0,1289209.751
Akwa Ibom,Townhouse,3.0,3.0,2.0,2202410.226
Anambra,Semi-detached duplex,6.0,5.0,6.0,2683410.08
Lagos,Apartment,4.0,4.0,5.0,2622964.346
Sokoto,Bungalow,8.0,2.0,3.0,2055034.157
Yobe,Detached duplex,3.0,1.0,1.0,1287083.946
Ekiti,Flat,9.0,4.0,1.0,2659102.725
Taraba,Terrace duplex,6.0,5.0,5.0,2232658.072
Kogi,Cottage,3.0,1.0,1.0,824460.4973
Nasarawa,Apartment,9.0,1.0,6.0,2445632.469
Anambra,Detached duplex,2.0,1.0,5.0,2009311.836
Anambra,Detached duplex,2.0,2.0,2.0,1744649.376
Lagos,Flat,4.0,1.0,3.0,4304072.253
Bayelsa,Cottage,3.0,1.0,4.0,2155552.716
Plateau,Detached duplex,4.0,1.0,4.0,1763400.114
Cross River,Terrace duplex,8.0,1.0,5.0,3064495.957
Anambra,Semi-detached duplex,2.0,2.0,4.0,1568776.758
Gombe,Mansion,2.0,2.0,4.0,3528093.16
Enugu,Apartment,2.0,1.0,3.0,1357836.569
Benue,Penthouse,3.0,2.0,2.0,2063490.721
Bauchi,Mansion,3.0,2.0,4.0,2631042.408
Katsina,Apartment,2.0,1.0,4.0,1007545.337
Akwa Ibom,Penthouse,1.0,1.0,3.0,2359680.405
Cross River,Apartment,6.0,3.0,4.0,2173933.248
Imo,Semi-detached duplex,4.0,3.0,3.0,1776210.316
Rivers,Detached duplex,2.0,1.0,1.0,2017001.286
Rivers,Apartment,3.0,1.0,4.0,1699833.096
Plateau,Bungalow,8.0,4.0,5.0,2344162.988
Ogun,Terrace duplex,5.0,1.0,2.0,2187402.476
Kebbi,Bungalow,6.0,1.0,6.0,1711777.961
Ogun,Detached duplex,1.0,1.0,3.0,1800796.431
Kaduna,Apartment,7.0,1.0,3.0,1895876.315
Kaduna,Detached duplex,3.0,2.0,4.0,1910347.309
Kaduna,Bungalow,6.0,5.0,6.0,2003507.648
Benue,Penthouse,2.0,1.0,4.0,1670698.797
Kebbi,Townhouse,6.0,1.0,5.0,1980258.393
Anambra,Semi-detached duplex,6.0,3.0,2.0,2390091.8
Zamfara,Detached duplex,4.0,4.0,6.0,1843321.539
Kaduna,Detached duplex,2.0,2.0,3.0,1476516.2
Ekiti,Mansion,6.0,1.0,2.0,3881692.818
Bauchi,Semi-detached duplex,5.0,1.0,3.0,1486507.905
Ekiti,Apartment,7.0,4.0,4.0,2123269.849
Kwara,Detached duplex,4.0,1.0,2.0,1730154.819
Sokoto,Terrace duplex,4.0,1.0,2.0,1311483.536
Kaduna,Bungalow,5.0,2.0,5.0,1696093.805
Kebbi,Penthouse,1.0,1.0,5.0,1299042.397
Akwa Ibom,Penthouse,2.0,1.0,3.0,2937641.76
Jigawa,Bungalow,7.0,7.0,5.0,2042113.749
Edo,Terrace duplex,3.0,2.0,6.0,1918621.444
Kebbi,Bungalow,5.0,2.0,4.0,1016622.18
Gombe,Penthouse,1.0,1.0,2.0,1440836.228
Lagos,Bungalow,3.0,1.0,1.0,3663071.042
Abia,Bungalow,6.0,4.0,3.0,1739351.572
Kebbi,Bungalow,2.0,1.0,4.0,1098964.279
Adamawa,Detached duplex,1.0,1.0,5.0,1516943.045
Zamfara,Townhouse,3.0,1.0,3.0,1227430.65
Ondo,Townhouse,4.0,1.0,2.0,1847869.224
Akwa Ibom,Flat,3.0,3.0,4.0,1873667.353
Delta,Mansion,4.0,1.0,1.0,2464120.553
Osun,Townhouse,2.0,2.0,4.0,1435223.058
Ebonyi,Apartment,8.0,3.0,4.0,1933224.884
Kebbi,Detached duplex,1.0,1.0,1.0,750131.5398
Kaduna,Flat,3.0,2.0,6.0,1498181.073
Yobe,Semi-detached duplex,2.0,2.0,4.0,1103827.734
Niger,Detached duplex,7.0,1.0,4.0,2548940.189
Plateau,Apartment,1.0,1.0,2.0,857577.1889
Oyo,Semi-detached duplex,3.0,3.0,1.0,1684125.315
Bauchi,Penthouse,3.0,2.0,4.0,1967073.244
Plateau,Mansion,9.0,1.0,2.0,4471500.242
Benue,Flat,1.0,1.0,3.0,955286.3932
Nasarawa,Detached duplex,7.0,5.0,2.0,2915364.532
Katsina,Mansion,2.0,1.0,5.0,2568694.727
Akwa Ibom,Bungalow,4.0,1.0,3.0,1979875.767
Borno,Apartment,4.0,2.0,5.0,1233843.807
Osun,Apartment,2.0,1.0,3.0,1107547.347
Taraba,Semi-detached duplex,4.0,2.0,3.0,1605147.679
Ekiti,Apartment,7.0,4.0,4.0,2102774.552
Zamfara,Terrace duplex,5.0,2.0,3.0,1482209.495
Bauchi,Mansion,3.0,2.0,6.0,2782675.067
Bauchi,Penthouse,3.0,1.0,5.0,1729437.415
Kogi,Flat,5.0,2.0,3.0,1327905.565
Abia,Mansion,3.0,2.0,4.0,2435751.531
Bauchi,Terrace duplex,8.0,3.0,2.0,2206612.114
Taraba,Penthouse,2.0,2.0,2.0,1777486.034
Kebbi,Bungalow,1.0,1.0,4.0,807981.524
Borno,Terrace duplex,4.0,2.0,3.0,1447379.461
Cross River,Semi-detached duplex,9.0,2.0,4.0,3329133.766
Abia,Apartment,2.0,1.0,3.0,915546.7164
Jigawa,Detached duplex,5.0,1.0,2.0,1640022.682
Oyo,Penthouse,2.0,1.0,3.0,2346538.475
Zamfara,Terrace duplex,4.0,4.0,4.0,1529545.562
Osun,Cottage,5.0,2.0,4.0,1918673.886
Nasarawa,Penthouse,8.0,5.0,1.0,3560094.886
Imo,Detached duplex,8.0,2.0,6.0,3145158.484
Lagos,Bungalow,4.0,3.0,2.0,3015637.746
Anambra,Bungalow,2.0,1.0,6.0,1372873.392
Taraba,Apartment,1.0,1.0,1.0,817854.3422
Kaduna,Flat,5.0,3.0,3.0,1685777.418
Imo,Detached duplex,3.0,1.0,4.0,1885102.875
Ekiti,Townhouse,2.0,2.0,4.0,1452984.895
Jigawa,Semi-detached duplex,9.0,6.0,2.0,2517828.287
Bayelsa,Mansion,1.0,1.0,1.0,5158183.53
Imo,Terrace duplex,4.0,1.0,4.0,1666168.653
Abia,Bungalow,5.0,3.0,6.0,1585127.654
Borno,Penthouse,7.0,3.0,1.0,2613847.903
Kaduna,Semi-detached duplex,7.0,1.0,6.0,2251036.604
Kwara,Townhouse,4.0,2.0,2.0,1616761.807
Imo,Townhouse,7.0,7.0,5.0,2885616.375
Jigawa,Semi-detached duplex,8.0,3.0,4.0,2309088.602
Jigawa,Apartment,4.0,2.0,3.0,1168257.98
Benue,Bungalow,5.0,2.0,2.0,1525256.834
Oyo,Penthouse,8.0,1.0,3.0,3701155.998
Imo,Detached duplex,3.0,2.0,3.0,1989224.244
Kwara,Penthouse,1.0,1.0,3.0,1566678.397
Kwara,Terrace duplex,2.0,1.0,3.0,1321734.83
Imo,Apartment,2.0,1.0,3.0,1097822.722
Kebbi,Flat,6.0,6.0,4.0,1812388.106
Kwara,Townhouse,4.0,2.0,1.0,1693334.545
Yobe,Penthouse,6.0,5.0,6.0,2618070.521
Benue,Penthouse,6.0,5.0,2.0,2744803.628
Imo,Bungalow,2.0,2.0,1.0,1230563.965
Nasarawa,Bungalow,4.0,3.0,5.0,1792955.909
Cross River,Bungalow,3.0,2.0,2.0,1574797.091
Lagos,Mansion,1.0,1.0,1.0,4329183.849
Ondo,Semi-detached duplex,1.0,1.0,1.0,1155305.178
Sokoto,Semi-detached duplex,2.0,1.0,6.0,1237324.534
Delta,Apartment,3.0,2.0,6.0,1766025.25
Katsina,Apartment,1.0,1.0,2.0,881182.4232
Kaduna,Flat,3.0,1.0,1.0,1114017.541
Rivers,Mansion,1.0,1.0,4.0,3688898.924
